p5,p6,matrix_size_x,matrix_size_y,p2,p1,p8,p7,p3,p4,performance
13,10,2908,2720,103,234,45,95,9,30,0.0457466
2,7,1668,3268,230,47,7,37,6,7,0.0199563
6,23,3968,4386,147,218,22,27,29,17,0.0942642
9,18,2580,4672,73,75,17,34,30,10,0.0675111
30,20,3710,4457,252,68,66,52,16,29,0.0579642
31,29,4722,3692,63,217,11,66,9,3,0.0604951
11,9,4976,1269,114,172,30,39,21,16,0.0325949
21,9,3780,3086,40,225,62,97,31,6,0.0514033
21,21,3483,4955,240,166,33,72,23,7,0.0729467
10,9,2021,2649,140,101,53,83,29,2,0.0284392
18,9,1525,2420,106,205,73,53,5,21,0.034971
27,21,3212,4686,25,143,15,35,9,2,0.0439337
10,26,2546,4185,143,93,40,38,7,16,0.0363701
5,11,2498,3262,232,206,22,35,22,24,0.0476684
24,1,3774,2729,65,66,80,31,27,28,0.0553701
7,26,4389,1728,140,106,62,76,11,21,0.0367223
10,30,2005,2889,190,183,97,40,21,24,0.0356465
13,30,2603,1936,247,95,57,9,4,23,0.0398421
31,24,3068,4441,203,222,43,61,22,15,0.0589798
31,27,4162,3108,43,240,89,95,3,1,0.0507488
15,16,1028,2972,109,25,16,77,13,25,0.0195863
14,17,4507,2236,45,144,6,9,21,2,0.0357327
12,15,3751,2100,221,214,31,3,29,8,0.0488417
13,30,3070,2345,206,56,28,4,25,24,0.0726236
1,24,2846,1657,127,125,34,70,10,24,0.050474
7,11,1330,3179,115,105,45,20,21,21,0.0176625
24,1,1518,3092,57,98,74,19,16,32,0.0217613
27,19,4825,1692,27,100,68,91,18,1,0.0259684
8,27,2764,3122,126,241,71,72,7,3,0.0468135
30,25,4612,2308,9,187,86,19,22,5,0.0441938
12,0,4873,4812,171,67,86,52,27,20,0.0979469
23,16,4738,2908,190,179,53,9,22,11,0.0714031
3,26,3931,1189,35,107,1,3,16,20,0.024969
19,9,1452,2862,91,235,73,58,24,14,0.0224004
27,23,1257,4114,75,221,32,38,22,31,0.0172367
21,23,3845,4523,127,12,51,30,21,0,0.254491
1,28,3925,2299,75,39,4,4,23,4,0.0830494
32,6,1716,3234,20,75,20,73,3,4,0.0186555
25,25,1145,3294,13,42,82,98,12,21,0.0120046
5,12,2956,1845,75,205,79,10,11,30,0.0321203
18,14,4683,4836,127,217,25,14,7,18,0.0830596
31,17,3276,2528,91,122,61,38,28,17,0.042747
6,10,2889,2073,29,199,37,30,3,29,0.0358446
30,23,2791,3723,139,164,56,76,8,4,0.0416154
3,7,4156,1636,189,157,14,30,19,20,0.0394725
28,16,4503,2539,169,28,52,68,7,6,0.0407768
5,13,2706,3598,112,158,5,62,31,30,0.0432448
23,19,1575,4124,69,115,90,95,30,23,0.0205802
26,15,1376,4679,31,215,31,35,17,7,0.0169066
23,27,4830,1157,219,104,39,10,1,24,0.146798
18,27,2839,4505,146,161,40,56,26,5,0.055178
11,24,4985,2540,125,37,26,69,22,21,0.0751884
32,25,4580,4190,95,154,87,26,6,9,0.0753446
24,29,1465,3639,111,27,32,21,11,26,0.0217293
17,26,2688,3307,132,238,27,81,13,8,0.0409955
18,3,1278,3991,22,159,40,21,25,32,0.0186724
3,15,4427,1742,252,249,11,17,19,9,0.0517674
5,10,3630,2942,119,42,62,8,2,27,0.0535333
27,14,3749,1195,145,182,15,2,19,22,0.0254601
28,29,4775,2459,148,191,35,84,5,22,0.0431372
27,14,4082,4142,54,121,13,43,30,16,0.0888338
3,27,1084,4459,193,188,32,32,25,24,0.0186497
26,28,3403,1632,103,119,76,79,20,31,0.029073
25,11,2556,1056,207,101,96,52,21,19,0.0217007
10,4,2172,2169,124,72,49,43,1,12,0.0394887
13,25,1383,4338,182,9,90,30,20,25,0.0198681
27,27,4126,1342,164,114,82,93,14,13,0.0258323
25,17,2160,4750,214,86,94,57,23,7,0.0349478
12,0,4044,4772,75,36,38,16,15,6,0.118642
18,26,3109,4268,228,214,82,38,29,14,0.0624962
15,29,1177,3529,255,171,30,11,3,1,0.0172724
4,17,3614,3959,28,56,75,78,24,21,0.0764243
28,0,4644,1515,132,220,88,57,11,16,0.0317436
18,1,2722,1074,121,30,22,63,27,18,0.02185
25,3,1527,2885,252,67,80,41,3,30,0.0223451
12,30,1367,4903,178,81,74,5,19,24,0.0262307
32,2,3753,2423,134,162,58,85,29,5,0.0392989
13,25,4814,4098,93,79,99,52,19,17,0.0729816
18,28,3831,3461,166,29,41,46,7,16,0.0735319
16,10,3618,4007,105,101,12,62,5,15,0.0476433
16,12,3348,3415,98,241,14,15,23,16,0.0680273
9,4,1920,4300,253,89,33,25,26,25,0.0359392
32,25,2338,4453,186,183,5,83,16,7,0.0343547
6,21,1826,1598,39,152,78,86,14,30,0.0273267
8,23,3636,1271,156,53,81,92,17,29,0.0239229
18,1,3072,2800,110,38,77,73,3,13,0.0359302
8,18,1733,3724,76,255,36,11,20,19,0.0337436
20,9,3687,4884,206,254,49,77,8,8,0.068007
23,15,3287,4976,140,72,36,84,8,15,0.0452737
30,21,1792,1353,124,201,12,65,9,27,0.0194218
7,23,1964,2121,81,226,3,89,8,23,0.0378128
26,21,4000,4864,44,45,57,94,23,25,0.147987
17,28,4260,4151,150,69,25,23,5,26,0.0918812
26,22,1522,3426,126,137,19,1,25,25,0.0303102
22,4,3957,3776,118,70,81,38,25,32,0.0773686
28,1,3573,4110,33,242,29,89,10,7,0.0524511
32,9,1563,1431,189,222,3,94,12,15,0.0200343
23,1,1712,2871,131,204,26,15,22,28,0.0290631
18,30,3234,4866,89,255,78,19,27,27,0.08144
8,12,2044,3168,25,182,91,52,9,17,0.0288687
2,4,4807,2300,33,180,71,31,23,16,0.0671659
14,17,1324,4658,26,174,7,26,28,24,0.0176828
1,8,2453,1399,94,86,67,32,28,5,0.0309709
18,5,2274,1234,201,76,59,41,6,3,0.0232357
10,12,4555,1534,8,40,5,75,27,19,0.0389935
4,4,2025,4377,151,230,2,10,7,13,0.0317678
18,20,1216,4416,244,98,79,43,19,29,0.0184543
12,6,3244,4475,162,69,73,24,6,1,0.047461
8,19,4002,1310,118,94,10,43,22,13,0.0230018
23,20,2606,1650,75,160,22,13,20,8,0.0264877
17,14,4206,3508,187,243,32,85,24,17,0.0677867
29,6,2891,2949,59,9,51,42,32,2,0.453405
1,14,4953,2364,80,163,80,96,4,1,0.153734
7,10,4064,2565,70,249,70,43,28,16,0.0560512
20,30,1739,1609,256,102,14,56,20,9,0.0318862
7,8,3253,3545,163,45,34,80,20,3,0.0624702
5,1,3340,3860,88,202,88,24,19,17,0.0652442
29,26,1040,4172,9,228,57,77,9,26,0.0137979
13,22,3173,1801,185,134,42,28,29,22,0.0343082
16,3,4606,3029,191,232,50,50,4,18,0.0629832
17,29,1470,1732,77,102,85,25,29,29,0.0197214
14,10,3205,3342,163,20,29,49,13,22,0.155959
30,20,3328,1182,168,134,31,42,25,28,0.0227132
31,19,1680,3758,195,124,8,41,20,12,0.0239306
32,6,3895,3440,12,128,50,62,26,25,0.0581933
28,0,2809,1714,127,22,10,22,4,7,0.030538
23,14,3860,1278,222,24,25,67,24,25,0.0387239
18,14,2380,3564,117,62,5,88,15,7,0.0301469
12,27,4123,1209,133,158,61,65,21,14,0.0306346
17,8,4727,2014,202,57,54,19,3,19,0.0369332
22,27,4407,3831,199,174,42,6,14,10,0.0796813
31,28,2992,3163,97,207,37,74,15,31,0.0392879
10,30,2740,4411,12,171,48,18,21,22,0.0540425
24,14,3397,2263,29,17,78,78,16,25,0.0545512
28,25,4039,2932,76,248,11,10,22,22,0.0659464
26,21,2327,1956,238,54,49,17,8,25,0.0453445
10,30,2644,4676,55,253,18,14,2,21,0.0449132
29,17,1273,1122,86,231,10,64,14,30,0.017072
3,32,3668,1172,34,223,39,66,14,24,0.034568
3,7,3300,3943,89,38,62,47,9,6,0.0535702
3,6,3431,3161,46,188,91,68,28,8,0.0676699
28,4,2848,3961,175,36,77,83,27,30,0.0528073
22,19,3321,1781,179,232,48,55,32,10,0.0364965
1,10,1909,1077,63,48,30,58,16,29,0.0123149
10,26,3932,3655,87,57,13,8,5,6,0.0638953
1,18,3801,4281,21,81,37,22,14,27,0.109848
16,24,2167,2444,238,130,6,35,3,18,0.0469374
13,10,2610,2683,18,88,90,83,12,17,0.0316889
5,19,4638,3271,46,117,16,45,3,29,0.0561544
14,1,1657,4656,74,135,42,4,4,25,0.0226236
29,27,3164,4997,9,110,16,64,2,5,0.0423621
19,6,1449,4123,250,223,95,28,11,5,0.0224985
19,5,4853,4039,235,138,51,79,26,7,0.077375
19,27,2725,3748,226,190,12,44,22,24,0.0479272
26,21,2882,3648,200,241,64,73,23,14,0.0512329
17,23,3479,2697,94,91,72,97,15,1,0.0376952
6,15,1344,3630,50,87,56,89,2,24,0.0154706
18,18,3061,2107,62,188,43,20,27,6,0.0379372
16,4,4798,1292,2,186,11,22,23,17,0.0257014
25,4,3376,3314,236,171,54,15,20,23,0.0687495
29,27,3330,2389,124,181,78,98,5,19,0.0399642
5,22,3900,2919,1,246,79,64,17,28,0.0587455
8,13,3810,2068,172,68,62,95,3,31,0.0347449
5,7,4238,1438,105,196,27,92,16,0,0.0402945
6,25,3572,2526,159,164,20,27,26,1,0.0487804
14,6,4258,1669,46,38,79,70,15,4,0.0260762
21,5,1849,3620,18,96,17,74,19,4,0.0210925
18,27,3090,4649,255,128,24,80,30,31,0.0658043
23,2,3511,1454,53,154,42,24,30,3,0.0263398
9,24,2752,4041,135,37,67,23,19,21,0.0505905
19,22,2272,4062,169,249,98,88,2,12,0.0351056
27,5,2683,3772,238,142,15,8,22,31,0.0613422
5,3,4896,4260,112,38,99,58,21,10,0.0762713
23,32,2656,2560,236,99,19,66,10,8,0.0378858
23,10,4837,3456,218,207,24,28,1,12,0.0915521
22,31,2828,2944,207,176,64,4,29,30,0.056487
10,24,1035,4117,171,220,73,90,20,25,0.0151029
18,26,3086,3998,249,190,44,63,25,12,0.0580918
30,4,4228,2140,51,226,48,41,31,21,0.0441351
8,17,4256,2096,73,48,37,82,7,7,0.0323411
22,2,1675,3584,255,222,56,2,15,31,0.0298749
24,10,4059,1634,126,127,86,81,27,20,0.0312883
18,17,4695,1644,126,201,72,16,15,20,0.0372985
14,24,2014,3703,42,34,73,75,31,10,0.0444178
19,6,4679,1746,52,97,26,11,11,14,0.0293294
14,3,1124,3515,229,90,36,89,3,6,0.0156726
26,25,1540,4082,147,113,46,54,29,27,0.0207869
21,23,3452,4690,84,235,83,20,24,16,0.084565
26,27,2747,3751,24,128,76,22,27,13,0.0527433
14,13,3198,1214,45,96,99,82,28,11,0.0197576
2,28,3301,2517,45,85,6,83,15,5,0.0495787
2,9,3908,3972,217,252,48,27,31,28,0.142162
14,15,4286,1259,220,53,27,92,20,24,0.0266115
2,25,1785,3929,185,206,35,14,20,19,0.0438984
25,17,2094,2155,88,247,14,71,19,0,0.0390605
4,13,4377,1902,206,191,21,73,28,20,0.0549685
14,11,2251,2556,109,147,84,13,30,2,0.0353393
18,31,4053,1223,234,13,67,74,32,16,0.0285289
3,30,2485,2135,17,185,43,51,1,31,0.0532842
13,17,4620,3422,118,88,24,98,4,11,0.0480774
3,18,4651,1161,222,193,8,97,31,3,0.141346
22,28,2007,4316,175,14,4,78,6,19,0.0889647
20,13,1632,1758,45,238,75,14,19,6,0.0244238
16,28,3367,3305,162,14,93,44,13,30,0.051431
27,11,3598,4814,179,196,96,30,23,5,0.0774167
16,16,3911,3819,23,207,10,11,11,1,0.0562602
14,22,2254,3264,221,135,19,70,30,23,0.0369126
32,20,1881,1408,102,55,62,25,7,4,0.019108
26,3,2030,1004,233,79,24,39,15,29,0.0165695
18,13,1100,3484,170,112,3,25,4,17,0.0134194
25,7,4496,4921,50,96,5,29,2,6,0.0714637
6,2,3337,4119,91,64,77,34,5,14,0.0487618
8,8,1397,3090,97,64,8,82,31,10,0.0250589
9,5,3956,1568,9,147,1,34,2,28,0.0262632
11,8,1893,4359,19,44,95,36,8,17,0.022854
16,25,2793,2759,82,55,59,83,16,1,0.0322594
5,21,3399,3714,216,123,17,52,32,16,0.0700468
2,8,3673,4603,177,108,92,60,31,21,0.115916
6,18,3406,1026,165,194,2,99,21,10,0.0247774
6,24,3092,4476,8,61,93,26,13,27,0.1195
12,22,4320,2471,209,54,45,59,20,21,0.0508688
9,16,3118,2103,202,252,56,93,3,20,0.0459827
28,29,1065,3721,196,197,13,20,29,1,0.0155578
28,5,2475,3940,184,32,31,87,31,24,0.0988267
28,11,3772,4299,27,237,99,56,20,6,0.0651385
4,3,4144,2626,133,159,66,33,31,10,0.0625184
6,13,3392,3582,89,63,92,93,14,2,0.0442704
21,5,3890,4965,212,28,12,41,13,24,0.336438
24,15,4372,4613,138,78,67,29,24,10,0.100642
16,6,1813,2484,227,227,47,58,6,23,0.0402693
1,2,3755,1817,97,201,8,16,1,24,0.0608551
7,27,3541,4034,4,155,38,66,2,6,0.0497002
3,26,1362,2059,0,149,95,17,31,9,0.0196277
7,4,3438,1600,194,192,61,21,1,27,0.0507559
31,27,1762,2727,246,196,72,66,28,6,0.0262915
4,24,2343,1333,42,110,15,52,9,24,0.0191075
20,10,3986,4258,64,128,8,51,2,1,0.0512369
25,18,2052,1586,173,184,73,52,25,7,0.0283869
27,19,1884,1680,165,75,14,88,14,2,0.0312174
15,19,4932,4615,111,83,41,64,12,20,0.0752486
19,4,3189,2988,103,256,90,10,11,20,0.0517033
31,24,2334,3083,89,233,60,7,20,25,0.0435079
31,31,2578,4852,144,175,32,7,21,13,0.0629045
17,15,4087,3895,25,206,24,69,25,19,0.069986
29,29,3989,1449,11,225,6,37,7,17,0.0275919
17,8,3458,1865,158,188,62,19,7,28,0.0370973
13,11,4965,1264,171,189,54,77,25,32,0.0310592
7,27,1333,2092,22,44,54,67,26,29,0.015757
9,4,3627,1735,5,16,6,37,23,16,0.195328
15,11,4546,4489,16,46,91,88,4,18,0.0633222
25,9,3675,3808,184,18,17,28,3,14,0.14909
31,1,4025,1986,138,148,93,72,24,11,0.0376386
8,10,2821,4594,62,116,22,25,13,27,0.0548514
11,17,2841,2690,74,184,55,32,20,22,0.0477329
9,0,2411,2178,11,219,10,51,31,31,0.0412071
11,31,3529,3252,118,175,60,86,3,6,0.0511215
27,11,1669,3824,142,115,26,43,9,18,0.0218959
21,20,2196,3588,250,125,64,18,10,28,0.0418198
23,22,4416,4796,203,216,55,10,1,23,0.134433
7,6,2450,4254,153,227,17,84,26,5,0.0431264
3,5,1854,2050,10,53,9,85,14,0,0.0293405
29,17,3356,2962,146,146,4,85,11,5,0.0418163
23,15,4892,2000,159,9,94,70,26,4,0.0332391
25,8,4889,2914,215,81,35,88,18,12,0.0513709
31,25,3828,3520,131,41,31,95,6,1,0.0495781
12,4,2428,1291,166,120,52,94,13,6,0.0235622
16,5,1620,3156,149,92,3,87,3,16,0.0186942
11,21,4585,4633,79,145,82,33,30,23,0.104972
20,25,1689,4160,4,142,91,68,10,2,0.0190948
23,8,3111,1086,64,116,12,91,31,7,0.0202335
20,20,4386,3131,110,98,77,79,3,29,0.0479862
27,16,1442,4252,170,238,80,45,30,4,0.0235638
28,12,3648,2238,38,28,99,31,5,12,0.0338197
6,20,3822,2581,61,234,8,23,1,17,0.056153
30,28,3099,3236,160,33,76,82,15,3,0.0440593
24,28,3291,1179,100,246,89,61,27,12,0.0319038
29,2,3495,3429,209,241,93,45,23,19,0.0619415
2,31,1244,2814,160,240,22,14,11,27,0.0263002
18,27,3036,4016,206,100,41,54,13,16,0.0467251
25,27,4245,4892,141,96,39,26,23,13,0.119876
8,14,2121,2884,181,43,4,31,31,16,0.0769316
13,15,3404,3552,70,237,35,79,25,24,0.0596961
18,5,3778,3913,20,247,37,26,4,23,0.0574307
14,9,3527,2172,243,235,85,35,3,32,0.0499359
6,1,2016,3388,165,101,35,69,2,9,0.0278151
6,25,3020,4567,164,178,84,48,18,9,0.0576692
4,8,3460,1929,198,78,83,28,14,1,0.0403632
1,24,3058,4526,16,220,37,23,13,19,0.0847334
11,0,4868,4592,120,141,97,95,3,22,0.0768667
4,31,3440,3676,130,109,19,69,23,25,0.0643195
8,6,3582,4604,235,201,36,88,4,5,0.0717139
8,3,3813,2640,244,149,17,88,30,23,0.0531027
31,6,1436,2041,104,210,18,26,13,24,0.0192386
16,10,4828,3367,245,219,72,27,16,31,0.0760721
12,21,1314,1888,143,222,49,84,14,31,0.0177621
28,24,4384,1504,31,222,2,85,15,7,0.0288911
29,19,4055,3877,46,256,43,29,20,9,0.0752267
30,31,3381,3918,141,167,66,2,24,12,0.0889224
17,2,2663,2500,53,254,81,63,28,25,0.0430379
32,24,1300,3260,201,69,20,67,12,23,0.0167466
13,32,1004,4153,135,97,94,3,18,18,0.0169747
26,27,3684,4428,226,70,91,2,16,15,0.0783379
6,22,1717,4832,244,144,22,6,25,4,0.0366977
9,19,4165,3982,190,207,19,7,12,9,0.0707571
21,13,4855,2400,239,96,74,6,19,7,0.0477588
23,2,2679,1104,210,53,86,4,26,23,0.0221856
5,4,2066,3079,138,224,80,90,32,21,0.0366991
21,12,3493,3424,244,153,52,28,31,28,0.0646105
21,6,3637,1977,60,59,96,74,29,30,0.0298692
19,1,1845,1385,94,52,2,92,4,25,0.0158592
13,24,3961,4956,176,85,86,7,20,30,0.115107
13,20,3468,1988,30,211,19,49,10,28,0.0338009
32,28,1899,3621,248,91,25,7,25,13,0.0416654
31,10,3906,2864,57,55,54,62,20,22,0.0569915
14,15,4608,2409,12,34,60,11,9,18,0.0738023
4,31,4117,2843,55,35,77,29,7,16,0.0533344
27,17,1961,1456,137,244,4,9,13,9,0.0239165
9,29,3762,2032,82,203,96,18,27,22,0.0450981
15,7,4526,3927,213,170,41,6,2,0,0.0745964
9,12,4404,2894,210,249,55,2,2,12,0.0640481
24,8,1095,2930,144,107,9,39,27,31,0.0156279
5,17,3346,3524,37,51,32,74,5,3,0.041617
2,28,2786,2126,174,47,78,57,15,22,0.0497395
24,18,4852,1015,109,232,92,4,8,21,0.114837
16,4,2188,4420,154,60,65,6,11,16,0.0349428
10,20,1348,1696,152,77,5,58,29,20,0.0164543
10,14,4997,1536,156,104,66,24,11,10,0.0349877
31,4,2885,4132,245,54,63,16,13,24,0.059951
22,30,3052,3328,232,145,22,86,25,2,0.0523649
28,30,1486,4843,220,237,14,31,3,20,0.0220724
12,13,1906,4452,22,86,74,36,20,9,0.0245687
1,23,2852,4203,230,161,2,58,13,25,0.0647971
1,19,3566,1502,15,69,34,73,12,5,0.0348523
29,22,3799,2713,245,14,84,96,18,22,0.0514559
14,21,3387,2489,21,155,93,18,24,8,0.0442823
3,8,4347,1957,196,178,2,66,15,17,0.0491458
28,7,1077,1196,202,21,44,54,18,30,0.0254292
27,16,4110,1893,183,240,72,17,8,11,0.0443993
14,14,2983,2960,60,123,57,16,15,24,0.0550217
21,29,3922,2590,1,15,26,64,18,31,0.30885
27,21,3358,2519,73,35,74,31,10,4,0.0347353
26,7,1255,1412,244,82,76,35,29,27,0.0210954
12,9,2364,1024,17,127,51,75,26,31,0.0156404
19,7,2926,4766,136,124,31,58,22,32,0.0456879
27,29,3842,3675,6,20,31,40,25,29,0.593297
19,4,2512,3310,24,30,17,6,26,19,0.198117
5,32,3010,4743,232,165,56,20,22,12,0.0772285
2,14,2987,3856,58,155,32,49,2,29,0.0578533
7,11,2592,3340,66,236,34,35,4,14,0.043023
8,1,4624,2990,192,103,14,17,28,25,0.062048
10,11,3804,2012,218,32,47,1,12,3,0.040397
4,15,2738,1705,16,109,21,37,4,19,0.0246315
9,20,2871,3490,197,126,51,85,3,18,0.0445954
15,32,3723,4012,158,26,75,61,9,17,0.0543384
11,2,2331,1097,5,251,44,35,28,10,0.0221836
30,1,3433,2258,39,180,83,9,25,24,0.0457812
21,11,4265,1511,0,106,97,2,5,18,0.0241164
29,6,4405,2752,157,32,23,70,7,20,0.0480359
11,21,1735,1154,100,85,83,2,3,18,0.0176588
31,9,3952,2578,120,69,97,86,32,23,0.040782
13,19,4062,1476,78,165,59,37,32,15,0.0327866
28,1,1968,1380,47,145,82,53,16,7,0.0159895
32,5,1664,4916,38,10,68,29,20,9,0.0768042
4,23,3943,1952,118,49,26,67,30,29,0.0431311
22,19,1401,2524,13,161,39,73,10,2,0.0167186
12,11,4978,2773,68,58,2,83,10,9,0.0425073
22,9,2812,3102,65,19,72,60,27,8,0.0864338
2,17,3737,2494,26,151,68,49,31,8,0.0606456
12,8,4996,2830,93,251,22,30,9,16,0.0544681
5,30,3580,3374,170,211,44,95,29,19,0.0705565
3,16,3893,1193,165,68,60,76,29,21,0.033042
31,31,3084,2117,22,12,33,57,14,26,0.175173
4,24,2391,3541,64,234,71,93,15,10,0.042357
30,21,1081,3132,59,175,7,82,15,18,0.0128069
24,26,1143,2946,212,213,39,87,17,19,0.0195365
28,9,2940,2501,202,29,70,87,24,28,0.0430546
27,15,2265,1218,144,65,42,94,19,12,0.0203503
30,28,4492,1812,106,63,5,31,31,2,0.0511624
5,3,4791,1433,40,64,58,44,29,14,0.0298129
11,10,1589,2512,179,187,85,19,24,25,0.0269931
25,2,4860,4267,202,16,88,84,32,17,0.0880729
27,3,1552,3056,63,194,60,19,18,15,0.0225935
18,2,4999,2396,255,238,46,51,28,13,0.0584426
30,24,2964,4882,214,104,91,64,3,6,0.0417244
11,17,2727,1995,101,81,57,92,4,4,0.0299672
22,12,2676,4048,144,235,46,61,29,4,0.0441846
14,26,4217,4581,51,254,38,51,21,15,0.0779156
29,26,3602,2642,77,246,81,54,19,31,0.0491713
24,15,2286,1906,205,217,39,16,16,10,0.036583
21,27,3412,3317,240,150,61,10,4,26,0.0623572
31,25,2734,3614,48,74,45,99,26,30,0.0434096
30,7,1756,2087,15,52,64,16,17,19,0.0416696
4,4,3852,3211,162,251,37,1,11,20,0.0702227
29,19,1536,2084,220,197,16,96,3,17,0.0361409
13,3,2571,2405,131,89,77,79,3,10,0.0351392
14,16,4380,2380,255,119,73,14,26,29,0.0547787
12,0,1554,3947,113,156,86,7,10,7,0.0209652
14,30,2972,3081,212,54,22,72,25,16,0.0619458
29,25,2130,1038,47,93,25,83,16,6,0.0138233
11,22,1934,2747,161,141,88,48,31,11,0.0294637
8,19,3588,3120,1,12,36,63,13,12,0.346332
14,20,4421,1563,184,185,11,39,9,19,0.0362798
9,16,3676,2923,212,62,93,36,21,14,0.0518623
30,19,2487,1413,153,41,34,10,10,1,0.0226172
32,10,4663,2601,215,180,96,40,25,14,0.0539095
21,5,4633,4711,134,121,57,16,4,12,0.0690106
9,13,1600,3403,63,151,91,47,16,2,0.0224058
27,15,1666,2228,31,168,29,48,15,27,0.0304371
23,29,2988,1712,28,11,48,42,27,8,0.158358
22,24,1701,2622,128,13,48,18,31,7,0.10941
6,25,1660,1655,121,145,42,87,25,7,0.0255572
28,7,2071,4850,7,190,46,48,26,24,0.0323047
29,10,1822,2231,172,50,92,75,7,15,0.0380535
6,6,4811,4309,39,141,98,64,21,0,0.0767205
26,19,1925,1863,226,47,29,97,25,1,0.0473495
3,26,2804,4498,237,91,39,69,22,1,0.063816
31,13,2574,1072,237,93,51,71,2,25,0.0230958
3,1,4572,3330,67,10,56,98,30,28,0.319257
29,6,2876,2279,182,57,70,75,21,13,0.0362256
14,9,1580,3106,124,18,1,80,27,5,0.139448
14,11,2635,4837,3,83,84,47,11,2,0.0323578
3,19,4037,4912,198,123,97,56,24,23,0.110998
22,25,1415,1938,41,222,42,19,17,7,0.0200577
10,7,1068,1643,5,174,31,75,24,4,0.0123013
14,30,4222,3936,192,220,81,24,11,0,0.0713094
5,9,4937,2309,185,29,66,25,11,26,0.0590357
24,23,2149,3739,191,104,21,55,9,12,0.0320142
19,31,1337,3227,2,185,14,96,11,15,0.0170271
7,31,4105,2334,220,250,21,22,2,2,0.0543318
9,3,4660,2325,253,200,43,34,19,8,0.056477
23,20,1776,1479,66,103,27,67,4,29,0.0184578
1,23,4107,3691,12,111,68,79,29,22,0.109041
20,3,4364,1945,243,140,65,51,5,28,0.0436232
29,13,2482,1294,129,139,7,71,31,8,0.0205135
21,0,4164,1904,4,13,68,61,20,3,0.130585
3,4,2757,2025,149,225,8,30,3,2,0.037871
31,20,4764,1899,120,166,7,94,4,14,0.0320572
17,7,4519,1943,221,189,67,66,7,5,0.045644
23,23,1698,4091,57,94,80,67,32,9,0.0231586
3,27,2478,1115,69,91,73,65,13,27,0.0192497
16,22,3509,4421,241,45,7,48,27,26,0.20414
