p5,p6,matrix_size_x,matrix_size_y,p2,p1,p8,p7,p3,p4,performance
23,7,4130,1736,117,29,33,98,18,27,0.0373958
10,7,3416,1962,131,69,87,57,31,30,0.0300386
22,1,3426,4364,182,52,28,60,14,20,0.0650679
16,9,4459,2776,2,136,80,87,11,30,0.0417541
7,5,3773,3650,113,214,25,32,24,20,0.0669245
13,14,4357,4706,208,212,26,79,18,5,0.0762922
21,11,2597,4030,187,168,51,38,20,30,0.0406693
18,1,2253,4084,129,240,6,90,21,22,0.0336884
20,23,3203,2776,196,42,26,13,23,22,0.10994
13,10,1919,4789,175,22,73,25,17,26,0.030957
27,1,4375,2946,105,9,53,26,19,29,0.487201
6,5,2493,3056,255,203,64,94,8,18,0.0503038
30,14,1332,3475,174,238,28,99,19,2,0.0180159
17,28,3386,3149,189,103,14,67,12,13,0.0460076
23,9,3219,2182,236,60,84,76,26,26,0.0387194
13,22,1336,1642,240,224,38,92,29,1,0.0172549
31,10,3135,2148,176,212,55,98,24,32,0.0378312
15,13,2314,2676,104,68,92,96,2,8,0.0301723
9,27,2758,4850,192,108,46,46,32,23,0.0562301
20,27,4543,3456,167,76,36,11,16,31,0.0928562
20,7,2376,4018,250,227,77,51,12,25,0.0390019
2,8,2386,3358,87,19,52,53,9,22,0.0370599
4,26,3846,1776,38,133,15,31,25,19,0.0343862
28,28,2301,1854,74,207,84,89,23,14,0.0326869
20,31,4350,3188,152,33,14,8,21,8,0.159808
24,10,1871,2752,246,146,85,80,5,30,0.0299876
30,26,2500,2733,218,79,62,91,21,0,0.0371944
20,10,4361,4268,208,41,54,80,21,2,0.0773701
29,25,4446,3429,62,12,48,19,4,30,0.453541
16,29,2771,1597,8,41,4,61,3,29,0.0236251
15,20,2254,3435,129,140,86,50,17,15,0.0364916
20,17,4154,2146,239,66,59,51,7,2,0.039739
16,20,3317,1898,53,185,63,8,15,1,0.0322134
28,5,4702,4820,245,186,28,34,7,29,0.088757
11,20,2304,1838,123,30,93,20,17,12,0.0341164
7,10,1722,1628,18,82,6,31,9,27,0.0253968
9,5,2597,2990,43,12,10,54,6,24,0.12435
17,4,4309,2216,38,106,43,25,18,30,0.0456
4,7,2973,1749,65,56,16,87,5,18,0.0246398
21,15,3167,1858,110,52,33,38,5,10,0.0271268
2,21,4783,2633,38,33,52,93,25,23,0.0748081
13,1,4753,3850,46,59,64,35,15,8,0.0619482
5,1,4857,3766,112,156,45,15,31,28,0.101485
17,7,3162,1120,177,146,94,48,9,11,0.0240778
8,4,1413,1073,77,145,35,73,28,1,0.0152982
14,10,2161,2769,3,211,14,39,24,15,0.0297465
23,6,1316,1092,197,94,81,63,32,18,0.01551
28,30,2567,4163,162,202,12,72,21,27,0.0419721
5,30,4137,1702,174,164,82,62,3,23,0.0482548
29,11,2213,2587,106,19,28,62,30,2,0.098239
2,23,1758,2501,182,187,1,2,10,26,0.026733
3,9,3452,2386,215,12,12,8,16,31,0.625101
10,19,4791,2417,81,233,68,46,20,8,0.0520855
19,20,3585,4296,6,156,75,35,15,19,0.0698175
30,28,4824,3679,4,248,74,92,27,8,0.0634127
21,6,2993,1611,86,37,82,27,32,18,0.0294251
22,4,3132,1128,159,238,86,16,4,15,0.0280427
25,30,1409,3170,89,92,65,61,4,2,0.0173003
25,19,1950,2547,12,108,5,4,29,25,0.0392694
6,6,3718,4644,86,171,19,13,9,16,0.0652543
2,5,1155,1555,34,150,77,95,10,16,0.0155942
11,29,2128,1449,42,234,29,5,16,26,0.02413
3,1,3567,1355,235,162,20,50,26,22,0.0354326
26,25,4244,2310,80,63,77,18,9,29,0.0484084
10,8,4933,3564,57,200,44,93,13,8,0.0675221
29,11,4328,4759,90,198,86,74,3,32,0.0581694
6,28,4980,2159,31,64,30,88,23,27,0.0420745
15,4,3334,2190,41,244,53,64,27,30,0.043079
6,8,3798,4357,39,204,86,53,22,7,0.0720654
18,10,3431,3408,162,209,23,65,11,4,0.0515738
23,5,4160,3102,250,74,98,81,6,29,0.052181
3,21,4796,2687,60,70,17,80,9,25,0.0562135
7,31,4201,4422,124,113,81,79,13,4,0.0741742
2,23,3234,2615,176,14,7,6,30,23,0.836062
21,21,2096,4129,164,139,50,33,1,2,0.0350293
20,27,1246,3635,187,164,76,12,17,10,0.0180129
3,4,3789,1306,231,77,61,63,3,27,0.0364279
12,5,2337,2137,187,100,34,86,27,18,0.0420432
11,22,3848,1491,50,220,40,57,31,12,0.0322274
8,18,1230,3482,3,208,41,7,19,28,0.0197065
5,22,1845,4785,174,63,11,72,11,30,0.0260344
30,20,2575,2652,99,15,81,91,31,1,0.0486946
22,23,4718,4547,71,81,35,26,23,15,0.135894
4,5,2788,2047,232,121,53,22,4,30,0.0424681
30,4,4967,3867,167,103,57,9,1,16,0.0891923
24,3,4202,1737,183,82,6,3,24,29,0.052377
27,24,2584,1891,239,65,85,45,12,0,0.0283028
6,24,2904,2872,67,25,73,43,17,14,0.046339
2,14,3909,2075,199,37,36,64,3,26,0.0508029
23,10,1519,2759,136,213,63,90,30,8,0.0250773
30,29,2391,2816,0,43,10,18,15,2,0.0477515
9,32,1210,4633,215,15,74,80,22,18,0.0238555
28,3,4496,3565,227,231,16,75,9,18,0.0593273
17,2,3419,2056,211,37,47,21,28,5,0.0478809
2,11,3909,3209,84,221,34,64,16,1,0.0935818
3,18,4032,4053,70,230,54,57,14,9,0.092953
25,14,1433,4822,80,23,47,70,8,20,0.0178913
8,7,1382,2617,228,37,8,26,9,28,0.0354001
14,17,2286,4100,46,38,77,68,5,0,0.0265662
12,10,2335,3096,209,255,43,9,24,23,0.0441237
31,29,2405,2797,248,191,12,51,12,24,0.0366789
25,10,4683,1606,73,106,72,54,4,31,0.0276143
11,13,3987,1403,78,9,43,46,26,19,0.140358
9,19,1767,3041,254,19,93,92,27,13,0.0256396
11,28,1731,4942,124,64,47,3,14,16,0.0361703
18,19,3288,1671,37,253,59,70,18,18,0.0301255
14,8,4288,4591,213,156,86,73,31,27,0.0825736
20,7,3399,1565,184,202,77,40,5,1,0.034476
4,28,1108,1893,27,39,89,45,7,16,0.0100431
19,25,1262,4777,113,81,95,95,5,27,0.0145277
12,8,2015,1962,191,156,65,86,31,9,0.0338288
19,27,3805,4360,58,231,13,30,23,14,0.0891839
14,25,2361,1551,14,137,15,55,8,5,0.0322232
7,30,4296,2421,238,187,68,13,29,26,0.0582721
30,11,4154,1970,213,31,12,48,12,14,0.0567521
13,30,1025,2739,194,123,29,18,7,18,0.012689
29,32,1112,3947,30,121,18,97,9,17,0.0137045
1,18,3738,3849,214,202,15,27,28,29,0.131908
26,15,3546,1046,4,85,94,3,25,2,0.0194843
19,6,1776,3480,75,240,7,19,3,5,0.0234634
31,2,2555,3709,144,41,84,11,6,1,0.0334659
13,19,4949,2803,201,220,67,10,19,25,0.0689982
23,25,1502,2690,56,114,61,48,28,18,0.0184289
8,7,3060,4337,119,48,49,13,27,15,0.099002
16,5,4676,3682,145,32,27,2,31,10,0.28852
28,24,4820,3439,186,252,56,89,14,27,0.0624246
8,25,3138,1405,55,55,61,37,20,24,0.0239159
26,11,1354,4677,94,99,16,13,4,7,0.0156544
2,2,2743,3891,94,195,26,40,13,32,0.0632949
26,22,1620,2948,187,147,10,65,31,7,0.0230863
8,24,4006,4521,155,32,97,34,7,11,0.0622796
17,20,4985,1253,135,116,28,43,17,31,0.0255163
26,17,4289,1644,29,222,27,16,15,1,0.0318371
21,5,3754,4890,15,26,56,21,15,5,0.213337
3,5,1674,1976,2,120,37,7,5,4,0.0264124
1,7,2472,3485,234,70,35,29,30,30,0.0704693
19,26,3935,1211,92,134,79,31,24,12,0.0253143
4,9,4940,4138,214,250,10,79,20,15,0.100149
21,8,2066,3421,147,248,32,60,23,11,0.0348248
28,22,4216,2949,123,57,65,54,29,24,0.053282
23,22,4914,4049,17,48,74,19,30,13,0.220165
2,25,4915,3095,159,104,84,75,8,8,0.115455
2,31,1097,4344,230,137,61,46,25,21,0.0234471
13,26,3022,2710,233,44,38,42,10,18,0.0496314
23,2,2417,4385,146,114,31,3,12,25,0.0486323
28,28,2792,1420,54,218,43,65,26,31,0.0205137
24,17,2729,1219,101,235,41,35,29,29,0.028866
24,1,1088,3343,229,22,43,31,29,4,0.0220193
3,12,4050,1815,115,173,79,9,28,6,0.0400039
18,7,3701,3100,23,150,61,37,19,28,0.0523577
19,18,2883,2367,2,103,7,77,4,28,0.0298439
18,22,2737,2781,243,252,8,79,4,27,0.044474
25,27,4897,1903,125,191,96,40,7,6,0.0415425
25,20,2703,3824,254,88,57,89,10,12,0.0426172
9,15,2497,4744,167,198,8,38,10,0,0.0409481
21,25,3932,4991,185,179,89,88,3,5,0.0595916
30,8,4221,2979,83,154,95,62,17,12,0.0474947
7,14,2899,4802,66,47,47,66,31,30,0.0956629
2,23,4836,4246,67,115,88,54,19,25,0.114858
20,22,1637,1466,108,104,7,34,19,10,0.0188754
2,5,4428,4032,105,75,66,6,21,21,0.0872584
29,18,4804,2024,2,171,54,62,4,16,0.0322462
26,28,2912,2989,167,188,61,94,17,9,0.0426985
18,22,3324,3331,63,49,45,26,18,3,0.0564353
6,30,4469,3807,245,114,16,28,14,19,0.0886808
4,3,2383,2313,64,128,63,30,32,9,0.0353131
26,18,2153,3068,31,117,34,54,5,6,0.0269764
16,1,3432,4613,250,250,78,6,3,1,0.0567696
28,7,2390,3181,188,248,32,73,21,17,0.0372767
14,9,2594,1080,244,244,94,97,21,11,0.0260559
4,6,4767,3718,237,11,61,83,20,17,0.155536
12,15,2864,2740,95,255,96,29,6,31,0.0457386
7,20,1813,2696,97,53,74,42,9,14,0.0228582
1,29,3686,2408,116,108,23,98,32,13,0.0753749
16,25,3835,3847,46,47,36,83,15,15,0.0747502
15,10,3832,3987,150,237,59,95,3,28,0.0644867
2,3,1080,2378,214,69,75,53,11,18,0.0173835
28,10,1396,2017,101,148,53,81,5,23,0.0188606
16,10,3070,3932,105,195,5,82,22,27,0.0484929
21,18,3781,2187,111,130,73,23,24,26,0.0422518
21,28,2987,2033,72,192,86,41,22,30,0.0364472
11,9,2181,2330,138,104,39,92,20,12,0.0395014
30,17,4631,1105,35,130,4,31,26,26,0.128704
17,16,4800,1437,202,72,45,80,3,20,0.0296605
22,28,2027,2269,181,26,96,90,9,31,0.0377684
12,24,3767,2237,192,162,79,76,15,15,0.0442662
12,8,1780,1750,248,151,30,13,17,24,0.0316056
10,31,2266,2221,219,36,14,23,17,17,0.0789273
28,27,2805,2677,143,144,47,63,14,12,0.0397166
2,20,2144,1684,132,114,35,4,27,16,0.0310571
7,8,3276,2403,89,78,81,72,30,4,0.0379454
14,5,2773,3901,136,70,48,13,7,18,0.0470583
22,13,1732,4843,12,123,76,15,5,31,0.030333
6,19,3408,4829,74,121,76,9,26,10,0.0741645
31,14,2224,1645,74,50,3,63,3,20,0.0302153
17,16,1731,2210,145,168,2,71,31,21,0.0305279
30,23,1305,3248,56,112,50,81,29,12,0.017034
16,12,2166,1188,172,223,31,49,5,28,0.0215657
12,4,4639,3059,193,256,69,48,17,24,0.069572
17,27,4745,4532,209,200,88,2,24,27,0.119138
4,24,4812,1862,230,124,48,48,2,17,0.0529875
14,16,2994,1150,217,226,29,92,24,9,0.0265995
3,27,4224,2387,185,140,14,4,14,30,0.0603084
18,19,3245,3557,201,20,39,12,5,24,0.145121
19,10,1372,1633,236,84,46,32,15,0,0.0166489
31,18,4478,4151,50,168,37,77,22,13,0.0757372
11,8,1556,3466,101,68,86,56,26,15,0.0208993
23,11,2242,4809,10,190,10,47,11,27,0.0292328
29,10,4518,4181,211,194,11,91,24,2,0.0787547
17,1,3824,4212,255,104,4,30,4,6,0.0547063
16,14,1611,4224,182,50,79,79,31,12,0.0255205
3,8,4457,1686,93,189,5,8,11,7,0.0361883
13,31,3828,2754,227,19,76,25,20,14,0.0671464
12,14,4660,2094,87,236,64,10,3,21,0.0444577
5,13,2901,2384,222,243,54,61,16,3,0.0560744
3,10,1139,1649,163,239,71,68,7,22,0.0189923
23,4,1090,3754,184,99,7,39,1,12,0.0135382
22,10,4025,1624,162,69,9,50,21,28,0.0311275
15,30,4637,3240,148,87,77,41,15,28,0.059038
6,12,1250,3339,227,42,78,92,7,6,0.0196931
21,22,1145,2943,151,60,92,14,21,13,0.0150575
6,7,2829,1086,104,30,94,26,14,20,0.0178259
3,29,1713,1481,36,247,78,60,18,17,0.0249323
19,21,1273,1381,244,40,94,93,28,22,0.0170544
21,9,1576,2828,87,180,25,75,30,4,0.0205525
11,23,3984,3952,140,204,74,41,26,27,0.0683715
18,5,1361,3892,60,13,7,10,16,3,0.149854
23,27,4721,1033,58,236,65,93,14,5,0.115761
10,30,1503,3516,115,173,64,80,23,16,0.0224371
23,18,4352,3605,39,132,68,14,26,18,0.0885187
19,13,4190,2285,137,203,16,75,8,18,0.0394876
29,17,4059,1244,143,186,98,4,27,23,0.0275279
8,6,1124,3699,252,117,97,15,17,26,0.0160596
23,9,1741,4560,186,229,35,89,18,4,0.0261932
3,8,4233,2406,75,58,57,97,8,9,0.0455717
12,4,2432,1908,138,206,71,21,13,8,0.0385871
6,6,3537,3713,253,174,46,71,25,13,0.0703892
4,8,2548,1181,135,20,21,47,25,5,0.0300729
9,4,1490,4804,185,25,38,61,13,8,0.0252609
15,30,4539,4902,26,127,36,20,29,14,0.129696
31,1,1553,2068,209,57,72,18,7,25,0.0295299
11,2,2972,1140,105,107,37,3,23,17,0.0194453
19,1,2038,3266,254,100,29,46,3,3,0.0281723
28,19,4034,1520,53,236,43,93,24,7,0.03019
9,26,3994,2581,170,135,22,74,10,12,0.0453079
21,15,1439,4682,218,138,54,72,4,9,0.0204223
17,24,3074,3953,80,59,93,87,28,11,0.0542468
9,8,4672,3216,170,177,93,89,22,1,0.0734148
4,29,3401,4108,50,164,64,19,9,30,0.0785421
4,22,2146,4804,165,139,62,75,31,8,0.0417906
25,2,1259,2578,182,239,66,76,5,4,0.0180519
21,13,4754,3423,131,144,74,74,29,29,0.0622736
23,16,2216,1357,126,148,33,71,2,26,0.0199881
8,18,2453,2650,41,110,95,4,25,27,0.0430132
13,14,2157,2258,198,164,41,34,32,28,0.0439958
9,29,1952,2216,95,153,82,12,10,12,0.033301
21,10,2073,1306,68,121,9,54,27,11,0.0189659
17,6,4613,2421,80,148,93,97,17,12,0.0435692
2,12,3206,1409,19,64,9,80,15,9,0.0272929
26,26,2924,1875,206,193,42,25,1,20,0.0473315
29,30,2036,3035,151,59,28,35,6,21,0.0278708
32,15,1620,1689,85,82,97,5,5,6,0.0268116
14,30,2906,2348,113,226,8,62,11,14,0.0396862
20,10,4725,4679,10,32,20,29,19,17,0.484006
29,2,4392,1412,43,66,73,69,19,29,0.0225002
19,29,3841,4765,2,95,91,70,24,21,0.0992369
18,15,1369,2447,6,169,4,17,27,21,0.0198975
17,15,2445,2649,208,222,89,96,25,4,0.043975
19,13,3120,2293,63,59,77,48,6,1,0.02812
5,13,3952,3449,36,246,81,8,2,28,0.0618364
18,14,2701,2733,28,208,46,60,31,2,0.0391902
21,7,3169,4657,24,190,51,19,21,17,0.0746371
30,20,4907,4171,232,147,75,90,15,21,0.0712591
23,3,4097,1778,140,201,5,44,30,26,0.037747
18,23,1007,1066,181,174,72,20,2,27,0.0149215
18,26,2869,1720,140,219,91,38,26,13,0.0329125
23,4,1655,2623,161,22,95,44,19,7,0.020794
28,26,1643,3621,205,222,27,13,8,7,0.0252743
6,30,4786,4366,189,55,72,87,31,18,0.0953361
32,15,1203,4608,2,220,26,40,2,27,0.0150896
22,23,3474,1646,69,174,15,27,17,23,0.0286962
23,15,3986,3841,58,199,33,64,18,10,0.0595892
27,15,1816,2499,86,168,16,86,5,19,0.0401978
10,5,1836,2158,80,92,90,21,23,4,0.028979
23,11,2283,3135,36,250,58,96,29,17,0.0332138
24,5,2670,4438,121,208,60,95,24,0,0.0439184
7,16,3949,3148,127,225,93,44,24,20,0.0669193
20,22,1240,1564,88,149,41,96,27,15,0.0171241
7,5,4254,3026,85,61,30,43,12,26,0.0545646
15,17,4236,2695,83,166,17,34,29,6,0.049496
20,6,1103,3866,170,85,14,81,9,10,0.0149776
4,29,2722,1818,160,127,7,19,20,18,0.0350078
14,2,4632,2498,86,160,43,25,9,4,0.0429888
10,17,4934,1642,1,232,44,28,6,8,0.0332084
8,27,3779,1352,34,147,7,58,10,19,0.0248739
5,1,4985,2793,58,250,23,47,7,20,0.0678729
22,15,2516,2547,108,199,58,34,15,5,0.0381489
14,8,2311,4213,166,153,86,87,12,15,0.0340528
17,2,3462,2698,184,201,22,19,25,25,0.0570932
13,31,1836,3672,78,92,61,16,28,10,0.0306735
10,24,4561,3663,42,168,37,78,6,27,0.0584434
20,14,1099,3719,16,90,14,8,9,15,0.0133351
22,14,2796,2977,237,44,19,64,29,24,0.0829853
7,31,4845,1641,175,243,76,29,25,22,0.048772
15,29,1724,4155,63,240,14,94,3,27,0.0231634
2,7,2229,4122,112,20,2,43,25,21,0.260983
32,27,2941,2547,95,120,87,99,12,1,0.0352041
29,1,1868,4239,83,214,29,60,30,27,0.0270818
22,22,1523,4202,177,220,17,16,11,1,0.0245522
27,19,2889,3500,47,215,68,94,25,5,0.0455265
3,30,3129,3614,180,163,35,89,15,8,0.0647008
9,15,2381,4846,36,160,90,97,12,23,0.0365202
25,28,3553,2575,188,81,45,99,6,23,0.0389737
7,32,3851,4874,165,250,52,32,20,24,0.091168
26,20,3917,4574,114,148,29,82,11,12,0.057366
26,28,3379,3404,141,240,49,42,28,3,0.0557977
28,16,4095,1090,79,178,89,44,5,27,0.0281727
12,16,1796,1182,254,173,97,80,9,26,0.0243261
5,28,3169,1771,92,124,66,39,11,29,0.0325901
13,12,2414,4396,117,248,43,35,20,31,0.0429242
25,28,4022,2794,118,167,70,34,24,20,0.0526907
2,15,3475,4409,223,197,20,52,1,4,0.0991948
5,0,4570,4223,176,123,69,88,5,18,0.0859298
32,12,2098,3357,70,138,31,91,3,18,0.0263306
7,27,4713,4738,209,168,85,62,13,22,0.10286
1,11,3034,1165,113,247,22,24,21,21,0.0426554
5,18,3335,1399,64,244,42,67,13,18,0.0327205
13,25,2269,4906,150,98,69,52,15,5,0.0357949
22,16,4930,2383,212,97,64,60,7,29,0.0444015
1,4,3899,3627,222,247,10,43,13,14,0.13348
7,24,4641,3859,104,181,12,29,11,5,0.0652265
11,14,2557,3303,127,107,47,47,25,15,0.0413862
13,9,4158,2300,0,106,93,17,26,13,0.0397715
2,16,4274,2186,134,175,17,9,5,30,0.0523624
30,2,4561,1919,212,88,41,86,27,28,0.0374164
8,18,2304,4420,241,9,83,76,27,5,0.0561519
32,14,3434,3268,140,252,74,30,18,31,0.0592667
24,7,1534,1022,237,205,18,71,3,6,0.0157602
14,9,3130,2951,216,167,60,64,17,28,0.051603
8,19,2726,4748,37,82,49,81,31,24,0.0538777
17,11,4712,3559,195,136,56,72,11,27,0.0617181
5,15,4929,4053,201,43,89,94,26,10,0.093421
30,25,2522,2898,205,212,64,12,7,7,0.044199
26,11,2695,1111,8,9,16,2,6,14,0.0583141
10,32,4205,4066,2,120,91,53,29,9,0.0831864
12,4,1507,1028,128,115,89,98,28,17,0.01433
15,23,4226,2007,182,234,12,87,9,23,0.0403771
13,24,2854,1687,4,13,16,35,27,11,0.260799
27,17,2110,2905,180,244,6,23,12,31,0.033341
30,1,3274,1888,105,130,40,16,13,21,0.0359106
10,17,4756,2813,88,167,82,60,12,9,0.0528161
28,13,3539,3362,143,223,6,21,18,3,0.0518482
25,11,3043,2424,100,12,32,85,22,11,0.216611
17,15,2079,4898,10,165,52,20,19,6,0.0301439
23,17,3997,2483,52,196,54,12,14,9,0.0386336
24,26,4476,4523,24,134,48,58,11,19,0.0677762
2,21,3258,2816,68,173,76,67,18,8,0.071419
6,16,2039,2922,178,178,81,18,29,12,0.0345252
31,9,1920,4584,138,166,59,65,2,13,0.0262707
15,18,1978,2858,82,130,4,31,28,14,0.030046
27,16,3185,4990,215,120,62,55,17,8,0.0513207
12,26,1925,3421,161,176,54,85,21,6,0.0295413
20,10,2903,2430,178,34,58,17,26,29,0.0664395
20,0,3221,3648,81,17,96,39,1,0,0.0401671
24,23,4504,3923,61,215,4,41,16,23,0.0742772
19,32,1177,2947,128,52,61,6,23,14,0.0234016
6,11,2903,2224,219,121,60,35,27,29,0.0451919
17,23,2371,2344,141,216,71,64,2,24,0.0639162
23,23,2833,1087,122,88,47,78,13,20,0.0186413
12,17,1484,2152,249,218,3,87,20,30,0.0218723
32,21,3311,1958,43,236,67,14,26,26,0.0371692
21,8,3703,3142,138,84,60,98,18,16,0.0446961
19,27,3133,2257,16,202,31,8,12,5,0.0348712
29,28,1113,4815,89,249,21,91,27,2,0.017364
20,13,1950,1128,153,250,79,70,6,25,0.0204138
11,30,1934,4401,240,167,44,36,16,3,0.0332209
18,10,3476,2676,233,65,5,83,11,15,0.0414323
24,29,2456,4410,138,84,95,14,31,31,0.0472122
23,19,4823,2235,137,126,76,50,12,16,0.0419222
23,10,1336,2107,195,215,41,43,19,16,0.0212971
26,2,3564,1065,251,191,67,35,19,12,0.026765
14,6,1165,1138,202,189,41,10,10,7,0.0162362
12,20,3766,2415,40,61,60,8,2,11,0.0339976
9,19,2631,1007,63,107,35,6,11,32,0.0178455
9,15,1928,3914,97,236,70,95,30,29,0.0318262
21,7,3561,4898,187,212,96,90,13,17,0.0598432
27,14,4503,3358,8,177,25,36,3,4,0.0468297
3,16,4916,4610,243,196,38,71,26,1,0.135597
17,10,4693,1431,242,173,61,73,6,7,0.039879
18,27,2491,1632,147,58,61,32,13,22,0.0373144
17,9,4811,1883,179,30,72,65,26,11,0.037227
30,17,4948,3739,114,93,40,68,9,23,0.0610495
18,7,4002,4852,2,222,24,59,28,8,0.0790557
25,28,1559,4380,21,115,83,56,14,11,0.0186308
2,32,1169,1757,91,55,86,4,7,15,0.0151971
5,15,1753,3715,176,185,98,42,30,14,0.0313739
11,8,3789,2998,55,22,57,93,4,22,0.040918
22,15,4246,2354,195,150,79,74,20,30,0.0458469
28,1,3907,1982,243,185,85,21,32,28,0.0448322
27,1,2085,4266,207,88,66,43,5,19,0.0325917
20,19,3793,3842,18,143,65,74,7,4,0.0499957
7,30,1486,1641,33,162,47,21,6,13,0.0179808
31,20,2756,3086,101,29,60,18,2,8,0.0390229
26,13,4450,3724,69,137,9,8,24,18,0.0953268
